LarvaID,Diet,Dose,FoodWeighing
1,Good,Control,Yes
2,Good,Control,Yes
3,Good,Control,Yes
4,Good,Control,Yes
5,Good,Control,Yes
6,Poor,Control,Yes
7,Poor,Control,Yes
8,Poor,Control,Yes
9,Poor,Control,Yes
10,Poor,Control,Yes
11,Poor,1/4,No
12,Poor,1/4,No
13,Poor,1/4,No
14,Poor,1/4,No
15,Poor,1/4,No
16,Poor,1,Yes
17,Poor,1,Yes
18,Poor,1,Yes
19,Poor,1,Yes
20,Poor,1,Yes
21,Good,1/64,No
22,Good,1/64,No
23,Good,1/64,No
24,Good,1/64,No
25,Good,1/64,No
26,Good,1/16,Yes
27,Good,1/16,Yes
28,Good,1/16,Yes
29,Good,1/16,Yes
30,Good,1/16,Yes
31,Poor,1/16,Yes
32,Poor,1/16,Yes
33,Poor,1/16,Yes
34,Poor,1/16,Yes
35,Poor,1/16,Yes
36,Poor,1/64,No
37,Poor,1/64,No
38,Poor,1/64,No
39,Poor,1/64,No
40,Poor,1/64,No
41,Good,1/4,No
42,Good,1/4,No
43,Good,1/4,No
44,Good,1/4,No
45,Good,1/4,No
46,Good,1,Yes
47,Good,1,Yes
48,Good,1,Yes
49,Good,1,Yes
50,Good,1,Yes
51,Good,1,Yes
52,Good,1,Yes
53,Good,1,Yes
54,Good,1,Yes
55,Good,1,Yes
56,Good,1/4,No
57,Good,1/4,No
58,Good,1/4,No
59,Good,1/4,No
60,Good,1/4,No
61,Poor,Control,Yes
62,Poor,Control,Yes
63,Poor,Control,Yes
64,Poor,Control,Yes
65,Poor,Control,Yes
66,Good,1/64,No
67,Good,1/64,No
68,Good,1/64,No
69,Good,1/64,No
70,Good,1/64,No
71,Poor,1,Yes
72,Poor,1,Yes
73,Poor,1,Yes
74,Poor,1,Yes
75,Poor,1,Yes
76,Good,1/16,Yes
77,Good,1/16,Yes
78,Good,1/16,Yes
79,Good,1/16,Yes
80,Good,1/16,Yes
81,Poor,1/4,No
82,Poor,1/4,No
83,Poor,1/4,No
84,Poor,1/4,No
85,Poor,1/4,No
86,Poor,1/16,Yes
87,Poor,1/16,Yes
88,Poor,1/16,Yes
89,Poor,1/16,Yes
90,Poor,1/16,Yes
91,Good,Control,Yes
92,Good,Control,Yes
93,Good,Control,Yes
94,Good,Control,Yes
95,Good,Control,Yes
96,Poor,1/64,No
97,Poor,1/64,No
98,Poor,1/64,No
99,Poor,1/64,No
100,Poor,1/64,No
